0,1
"Programming with Python for Data Science (edX)
Traverse the data analysis pipeline using advanced visualizations in Python, and make machine learning start working for you.
Self Paced
Self-Paced",https://www.mooc-list.com/go.php?courseId=5071
"Cybersecurity and Mobility (Coursera)
This course is for you if you are interested in transitioning toward a managerial role in cybersecurity and mobility. Through interviews with industry experts in this area, you will learn about innovations powering the rapid spread of information technology and how they present new challenges for protecting data.
Sep 2nd 2019
4 Weeks",https://www.mooc-list.com/go.php?courseId=5086
"International Cyber Conflicts (Coursera)
By nature, cyber conflicts are an international issue that span across nation-state borders. By the end of the course, you will be able to apply the knowledge gained for analysis and management of international cyber incidents and conflicts including for activities such as development of policy related to cybercrime and cyberwarfare.
Sep 9th 2019
5 Weeks",https://www.mooc-list.com/go.php?courseId=5149
"Cybersecurity and the Internet of Things (Coursera)
Welcome to “Cybersecurity and the Internet of Things”! This course is for you if you are curious about the most recent trends and activities in the internet capabilities and concerns about programmed devices. There are complexities and areas of necessary awareness when the industrial sector becomes connected to your home.
Sep 9th 2019
4 Weeks",https://www.mooc-list.com/go.php?courseId=5205
" Introduction to R (DataCamp)
In this introduction to R, you will master the basics of this beautiful open source language, including factors, lists and data frames. With the knowledge gained in this course, you will be ready to undertake your first very own data analysis. With over 2 million users worldwide R is rapidly becoming the leading programming language in statistics and data science. Every year, the number of R users grows by 40% and an increasing number of organizations are using it in their day-to-day activities. Leverage the power of R by completing this free R online course today!
Self Paced
Self-Paced",https://www.mooc-list.com/go.php?courseId=5238
"Intro to Python for Data Science (DataCamp)
Python is a general-purpose programming language that is becoming more and more popular for doing data science. Companies worldwide are using Python to harvest insights from their data and get a competitive edge. Unlike any other Python tutorial, this course focuses on Python specifically for data science. In our Intro to Python class, you will learn about powerful ways to store and manipulate data as well as cool data science tools to start your own analyses. Enter DataCamp’s online Python curriculum.
Self Paced
Self-Paced",https://www.mooc-list.com/go.php?courseId=5239
"Big Data Integration and Processing (Coursera)
At the end of the course, you will be able to: *Retrieve data from example database and big data management systems ; *Describe the connections between data management operations and the big data processing patterns needed to utilize them in large-scale analytical applications ; *Identify when a big data problem needs data integration ; *Execute simple big data integration and processing on Hadoop and Spark platforms.
Sep 2nd 2019
5 Weeks",https://www.mooc-list.com/go.php?courseId=5310
"Cybersecurity and the X-Factor (Coursera)
What is the X-Factor? In Cybersecurity, the X-Factor related to unknown and unpredictable human behavior within and outside of your organization. “No one really knows why humans do what they do”, (David K. Reynolds), and because of this organizations can be unprepared for malicious, untrained, or even best intentioned behavior that can cause alarm and sometimes irreparable harm.
Sep 2nd 2019
4 Weeks",https://www.mooc-list.com/go.php?courseId=5311
"Applied Machine Learning (edX)
Explore theory and practice, and work with tools like R, Python, and Azure Machine Learning to solve advanced data science problems. In this data science course, you will explore the theory and practice of select advanced methods commonly used in data science.
Self Paced
Self-Paced",https://www.mooc-list.com/go.php?courseId=5314
" Cyber Security: Safety at Home, Online, in Life (FutureLearn)
This three-week free online course explores practical cyber security including privacy online, payment safety and security at home. In the modern world, information security has an influence on all of us: at home, at work, online and in life in general. Like many inventions that have gone before, the internet and the web, the cloud and the Internet of Things (IoT) bring with them many advantages, but also open up new possibilities for criminal activity.
Feb 18th 2019
3 Weeks",https://www.mooc-list.com/go.php?courseId=5344
"Introduction to Recommender Systems: Non-Personalized and Content-Based (Coursera)
This course, which is designed to serve as the first course in the Recommender Systems specialization, introduces the concept of recommender systems, reviews several examples in detail, and leads you through non-personalized recommendation using summary statistics and product associations, basic stereotype-based or demographic recommendations, and content-based filtering recommendations.
Sep 9th 2019
4 Weeks",https://www.mooc-list.com/go.php?courseId=5425
"The R Programming Environment (Coursera)
This course provides a rigorous introduction to the R programming language, with a particular focus on using R for software development in a data science setting. Whether you are part of a data science team or working individually within a community of developers, this course will give you the knowledge of R needed to make useful contributions in those settings.
Sep 2nd 2019
4 Weeks",https://www.mooc-list.com/go.php?courseId=5454
"Introduction to Data Science in Python (Coursera)
This course will introduce the learner to the basics of the python programming environment, including how to download and install python, expected fundamental python programming techniques, and how to find help with python programming questions. The course will also introduce data manipulation and cleaning techniques using the popular python pandas data science library and introduce the abstraction of the DataFrame as the central data structure for data analysis.
Sep 9th 2019
2 Weeks",https://www.mooc-list.com/go.php?courseId=5460
"Probability: Distribution Models & Continuous Random Variables (edX)
Learn about probability distribution models, including normal distribution, and continuous random variables to prepare for a career in information and data science. In this statistics and data analysis course, you will learn about continuous random variables and some of the most frequently used probability distribution models including, exponential distribution, Gamma distribution, Beta distribution, and most importantly, normal distribution.
Self Paced
Self-Paced",https://www.mooc-list.com/go.php?courseId=5580
"Probability: Basic Concepts & Discrete Random Variables (edX)
Learn fundamental concepts of mathematical probability to prepare for a career in the growing field of information and data science. Our capacity to collect and store data has exponentially increased, but deriving information from data from a scientific perspective requires a foundational knowledge of probability. Are you interested in a career in the emerging data science field, or as an actuarial scientist? Or want better to understand statistical theory and mathematical modeling?
Self Paced
Self-Paced",https://www.mooc-list.com/go.php?courseId=5581
"Advanced R Programming (Coursera)
This course covers advanced topics in R programming that are necessary for developing powerful, robust, and reusable data science tools. Topics covered include functional programming in R, robust error handling, object oriented programming, profiling and benchmarking, debugging, and proper design of functions.
Sep 2nd 2019
2 Weeks",https://www.mooc-list.com/go.php?courseId=5612
"Cyber Security Economics (edX)
Learn how to make better decisions about security and IT by using state-of-the-art economic tools, security metrics and data analytics.
Self Paced
Self-Paced",https://www.mooc-list.com/go.php?courseId=5615
"Nearest Neighbor Collaborative Filtering (Coursera)
In this course, you will learn the fundamental techniques for making personalized recommendations through nearest-neighbor techniques. First you will learn user-user collaborative filtering, an algorithm that identifies other people with similar tastes to a target user and combines their ratings to make recommendations for that user.
Sep 2nd 2019
4 Weeks",https://www.mooc-list.com/go.php?courseId=5715
"Building R Packages (Coursera)
Writing good code for data science is only part of the job. In order to maximizing the usefulness and reusability of data science software, code must be organized and distributed in a manner that adheres to community-based standards and provides a good user experience. This course covers the primary means by which R software is organized and distributed to others.
Sep 2nd 2019
1 Week",https://www.mooc-list.com/go.php?courseId=5816
"Analyzing Big Data with Microsoft R (edX)
Learn how to use Microsoft R Server to analyze large datasets using R, one of the most powerful programming languages. The open-source programming language R has for a long time been popular (particularly in academia) for data processing and statistical analysis. Among R's strengths are that it's a succinct programming language and has an extensive repository of third party libraries for performing all kinds of analyses. Together, these two features make it possible for a data scientist to very quickly go from raw data to summaries, charts, and even full-blown reports.
Self Paced
Self-Paced",https://www.mooc-list.com/go.php?courseId=5894
"Advanced Linear Models for Data Science 2: Statistical Linear Models (Coursera)
Welcome to the Advanced Linear Models for Data Science Class 2: Statistical Linear Models. This class is an introduction to least squares from a linear algebraic and mathematical perspective.
Sep 9th 2019
4 Weeks",https://www.mooc-list.com/go.php?courseId=5907
" Cyber Security for Small and Medium Enterprises: Identifying Threats and Preventing Attacks (FutureLearn)
Discover what common cyber threats and attacks face small and medium enterprises, and what you can do to prevent them. Almost daily we hear about cyber attacks on large organisations, but we rarely hear much about similar attacks on small and medium enterprises. This doesn’t mean that they’re not happening. In this course, you’ll explore some of the common cyber threats facing small and medium enterprises, what a cyber attack means, and what practical tools and strategies you can put in place to prevent them.
Mar 4th 2019
2 Weeks",https://www.mooc-list.com/go.php?courseId=5915
"Building Data Visualization Tools (Coursera)
The data science revolution has produced reams of new data from a wide variety of new sources. These new datasets are being used to answer new questions in way never before conceived. Visualization remains one of the most powerful ways draw conclusions from data, but the influx of new data types requires the development of new visualization techniques and building blocks.
Sep 2nd 2019
4 Weeks",https://www.mooc-list.com/go.php?courseId=5933
"Data Science Math Skills (Coursera)
 Data science courses contain math—no avoiding that! This course is designed to teach learners the basic math you will need in order to be successful in almost any data science math course and was created for learners who have basic math skills but may not have taken algebra or pre-calculus. Data Science Math Skills introduces the core math that data science is built upon, with no extra complexity, introducing unfamiliar ideas and math symbols one-at-a-time.
Aug 19th 2019
4 Weeks",https://www.mooc-list.com/go.php?courseId=5987
"Data Science Readiness Assessment (edX)
Evaluate your level of preparedness in key aspects of mathematics and programming that are fundamental to a career in Data Science. Are you interested in pursuing a degree in Data Science, but unsure whether you have the necessary Math and Programming skills? This assessment will help you identify your current readiness in three core areas required for the study of Data Science; Calculus, Linear Algebra, and Programming.
Jan 23rd 2017
10 hours",https://www.mooc-list.com/go.php?courseId=6076
"Getting Started with Data Science (openSAP)
In 2012, Harvard Business Review named data science the ""sexiest job of the 21st century."" Why are data scientists in such demand these days? The answer is that over the past decade, there has been an explosion in the data generated and retained by companies, and they need to leverage and exploit it. Data scientists are the people who make sense out of all this data and figure out just what can be done with it. If you’re interested in learning about data science, this course will introduce you to the fundamentals of data preparation, predictive modeling, data science, and the deployment and maintenance of models in a business environment following a tried and tested project methodology.
Self-Paced
Self-Paced",https://www.mooc-list.com/go.php?courseId=6094
"Curso de ciberseguridad para micropymes y autónomos (Udemy)
Todas las organizaciones se apoyan en el uso de las nuevas tecnologías para el desarrollo de su actividad profesional, por las diferentes posibilidades de negocio que ofrece. La clave está en saber protegerse en este nuevo entorno, para asegurar el buen desarrollo de la actividad propia del negocio empresarial. En este contexto, INCIBE pone en marcha la tercera edición del presente curso con el objetivo de proporcionar toda la formación necesaria para desarrollar e integrar una cultura de ciberseguridad en los negocios de autónomos y microempresas, independientemente del grado de implantación tecnológica que posean.
Jan 30th 2017
7 Weeks",https://www.mooc-list.com/go.php?courseId=6119
